Gene,Annotation,Ordered locus name,Swiss-Prot Entry name,AC ,EcoGene accession number,Length ,Gene name and synonyms,b_num,jw_num
asd,Aspartate-semialdehyde dehydrogenase,b3433; JW3396,DHAS_ECOLI,P0A9Q9,EG10088,367,asd; hom,b3433, JW3396
cysS,Cysteine--tRNA ligase,b0526; JW0515,SYC_ECOLI,P21888,EG10196,461,cysS,b0526, JW0515
hslV,ATP-dependent protease subunit HslV,b3932; JW3903,HSLV_ECOLI,P0A7B8,EG11676,176,hslV; htpO; yiiC,b3932, JW3903
xylH,Xylose transport system permease protein XylH,b3568; JW3540,XYLH_ECOLI,P0AGI4,EG12276,393,xylH,b3568, JW3540
potD,Spermidine/putrescine-binding periplasmic protein,b1123; JW1109,POTD_ECOLI,P0AFK9,EG10752,348,potD,b1123, JW1109
ydgI,Putative arginine/ornithine antiporter,b1605; JW1597,ARCD_ECOLI,P0AAE5,EG13930,460,ydgI,b1605, JW1597
glyA,Serine hydroxymethyltransferase,b2551; JW2535,GLYA_ECOLI,P0A825,EG10408,417,glyA,b2551, JW2535
fklB,FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase,b4207; JW5746,FKBB_ECOLI,P0A9L3,EG12503,206,fklB; ytfC,b4207, JW5746
leuS,Leucine--tRNA ligase,b0642; JW0637,SYL_ECOLI,P07813,EG10532,860,leuS,b0642, JW0637
sapC,Putrescine export system permease protein SapC,b1292; JW1285,SAPC_ECOLI,P0AGH5,EG20256,296,sapC,b1292, JW1285
tsf,Elongation factor Ts,b0170; JW0165,EFTS_ECOLI,P0A6P1,EG11033,283,tsf,b0170, JW0165
ubiD,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,b3843; JW3819,UBID_ECOLI,P0AAB4,EG11396,497,ubiD; yigC; yigY,b3843, JW3819
speA,Biosynthetic arginine decarboxylase,b2938; JW2905,SPEA_ECOLI,P21170,EG10959,658,speA,b2938, JW2905
aroB,3-dehydroquinate synthase,b3389; JW3352,AROB_ECOLI,P07639,EG10074,362,aroB,b3389, JW3352
hinT,Purine nucleoside phosphoramidase,b1103; JW1089,HINT_ECOLI,P0ACE7,EG12172,119,hinT; ycfF,b1103, JW1089
epd,D-erythrose-4-phosphate dehydrogenase,b2927; JW2894,E4PD_ECOLI,P0A9B6,EG10368,339,epd; gapB,b2927, JW2894
fabH,3-oxoacyl-[acyl-carrier-protein] synthase 3,b1091; JW1077,FABH_ECOLI,P0A6R0,EG10277,317,fabH,b1091, JW1077
rplO,50S ribosomal protein L15,b3301; JW3263,RL15_ECOLI,P02413,EG10876,144,rplO,b3301, JW3263
mlaF,putative phospholipid import ATP-binding protein MlaF,b3195; JW3162,MLAF_ECOLI,P63386,EG12801,269,mlaF; yrbF,b3195, JW3162
map,Methionine aminopeptidase,b0168; JW0163,MAP1_ECOLI,P0AE18,EG10570,264,map,b0168, JW0163
ridA,2-iminobutanoate/2-iminopropanoate deaminase,b4243; JW5755,RIDA_ECOLI,P0AF93,EG12524,128,ridA; yjgF,b4243, JW5755
lysA,Diaminopimelate decarboxylase,b2838; JW2806,DCDA_ECOLI,P00861,EG10549,420,lysA,b2838, JW2806
malK,Maltose/maltodextrin import ATP-binding protein MalK,b4035; JW3995,MALK_ECOLI,P68187,EG10558,371,malK,b4035, JW3995
frc,Formyl-CoA:oxalate CoA-transferase,b2374; JW2371,FCTA_ECOLI,P69902,EG14145,416,frc; yfdW,b2374, JW2371
dnaN,Beta sliding clamp,b3701; JW3678,DPO3B_ECOLI,P0A988,EG10242,366,dnaN,b3701, JW3678
mdtI,Spermidine export protein MdtI,b1599; JW1591,MDTI_ECOLI,P69210,EG13926,109,mdtI; ydgE,b1599, JW1591
tyrR,Transcriptional regulatory protein TyrR,b1323; JW1316,TYRR_ECOLI,P07604,EG11042,513,tyrR,b1323, JW1316
glnH,Glutamine-binding periplasmic protein,b0811; JW0796,GLNH_ECOLI,P0AEQ3,EG10386,248,glnH,b0811, JW0796
pqiA,Paraquat-inducible protein A,b0950; JW0933,PQIA_ECOLI,P0AFL9,EG12965,417,pqiA; pqi5A,b0950, JW0933
can,Carbonic anhydrase 2,b0126; JW0122,CAN_ECOLI,P61517,EG12319,220,can; cynT2; yadF,b0126, JW0122
ribB,"3,4-dihydroxy-2-butanone 4-phosphate synthase",b3041; JW3009,RIBB_ECOLI,P0A7J0,EG10465,217,ribB; htrP,b3041, JW3009
psiF,Phosphate starvation-inducible protein PsiF,b0384; JW5054,PSIF_ECOLI,P0AFM4,EG11401,106,psiF,b0384, JW5054
galR,HTH-type transcriptional regulator GalR,b2837; JW2805,GALR_ECOLI,P03024,EG10364,343,galR,b2837, JW2805
asnB,Asparagine synthetase B [glutamine-hydrolyzing],b0674; JW0660,ASNB_ECOLI,P22106,EG10092,554,asnB,b0674, JW0660
tgt,Queuine tRNA-ribosyltransferase,b0406; JW0396,TGT_ECOLI,P0A847,EG10996,375,tgt,b0406, JW0396
ygaZ,Inner membrane protein YgaZ,b2682; JW2657,YGAZ_ECOLI,P76630,EG13528,245,ygaZ,b2682, JW2657
katG,Catalase-peroxidase,b3942; JW3914,KATG_ECOLI,P13029,EG10511,726,katG,b3942, JW3914
clsA,Cardiolipin synthase A,b1249; JW1241,CLSA_ECOLI,P0A6H8,EG11608,486,clsA; cls; nov; yciJ,b1249, JW1241
rutR,HTH-type transcriptional regulator RutR,b1013; JW0998,RUTR_ECOLI,P0ACU2,EG12301,212,rutR; ycdC,b1013, JW0998
rplL,50S ribosomal protein L7/L12,b3986; JW3949,RL7_ECOLI,P0A7K2,EG10873,121,rplL,b3986, JW3949
tktB,Transketolase 2,b2465; JW2449,TKT2_ECOLI,P33570,EG12100,667,tktB,b2465, JW2449
pckA,Phosphoenolpyruvate carboxykinase (ATP),b3403; JW3366,PCKA_ECOLI,P22259,EG10688,540,pckA; pck,b3403, JW3366
ygjI,Inner membrane transporter YgjI,b3078; JW5512,YGJI_ECOLI,P42590,EG12720,477,ygjI,b3078, JW5512
mdoG,Glucans biosynthesis protein G,b1048; JW1035,OPGG_ECOLI,P33136,EG11885,511,mdoG; opgG,b1048, JW1035
ybiS,"putative L,D-transpeptidase YbiS",b0819; JW0803,YBIS_ECOLI,P0AAX8,EG13324,306,ybiS,b0819, JW0803
ybiO,Moderate conductance mechanosensitive channel YbiO,b0808; JW5108,YBIO_ECOLI,P75783,EG13320,741,ybiO,b0808, JW5108
trpGD,Bifunctional protein TrpGD,b1263; JW1255,TRPGD_ECOLI,P00904,EG11027,531,trpGD; trpD,b1263, JW1255
ghxQ,Guanine/hypoxanthine permease GhxQ,b4464; JW5467,GHXQ_ECOLI,Q46817,EG13067,455,ghxQ; ygfQ; ygfR,b4464, JW5467
mdtE,Multidrug resistance protein MdtE,b3513; JW3481,MDTE_ECOLI,P37636,EG12240,385,mdtE; yhiU,b3513, JW3481
chbA,"PTS system N,N'-diacetylchitobiose-specific EIIA component",b1736; JW1725,PTQA_ECOLI,P69791,EG10142,116,chbA; celC,b1736, JW1725
dtd,D-aminoacyl-tRNA deacylase,b3887; JW3858,DTD_ECOLI,P0A6M4,EG11852,145,dtd; yihZ,b3887, JW3858
parE,DNA topoisomerase 4 subunit B,b3030; JW2998,PARE_ECOLI,P20083,EG10687,630,parE; nfxD,b3030, JW2998
pntB,NAD(P) transhydrogenase subunit beta,b1602; JW1594,PNTB_ECOLI,P0AB67,EG10745,462,pntB,b1602, JW1594
lptA,Lipopolysaccharide export system protein LptA,b3200; JW3167,LPTA_ECOLI,P0ADV1,EG12618,185,lptA; yhbN,b3200, JW3167
hemY,Protein HemY,b3802; JW3774,HEMY_ECOLI,P0ACB7,EG10434,398,hemY,b3802, JW3774
dppB,Dipeptide transport system permease protein DppB,b3543; JW3512,DPPB_ECOLI,P0AEF8,EG12625,339,dppB,b3543, JW3512
ppiD,Peptidyl-prolyl cis-trans isomerase D,b0441; JW0431,PPID_ECOLI,P0ADY1,EG13249,623,ppiD; ybaU,b0441, JW0431
osmE,Osmotically-inducible putative lipoprotein OsmE,b1739; JW1728,OSME_ECOLI,P0ADB1,EG10044,112,osmE; anr,b1739, JW1728
aceA,Isocitrate lyase,b4015; JW3975,ACEA_ECOLI,P0A9G6,EG10022,434,aceA; icl,b4015, JW3975
udk,Uridine kinase,b2066; JW2051,URK_ECOLI,P0A8F4,EG11701,213,udk,b2066, JW2051
argG,Argininosuccinate synthase,b3172; JW3140,ASSY_ECOLI,P0A6E4,EG10068,447,argG,b3172, JW3140
arcA,Aerobic respiration control protein ArcA,b4401; JW4364,ARCA_ECOLI,P0A9Q1,EG10061,238,arcA; cpxC; dye; fexA; msp; seg; sfrA,b4401, JW4364
nadR,Trifunctional NAD biosynthesis/regulator protein NadR,b4390; JW5800,NADR_ECOLI,P27278,EG11335,410,nadR; nadI,b4390, JW5800
cusA,Cation efflux system protein CusA,b0575; JW0564,CUSA_ECOLI,P38054,EG12367,1047,cusA; ybdE,b0575, JW0564
rnt,Ribonuclease T,b1652; JW1644,RNT_ECOLI,P30014,EG11547,215,rnt,b1652, JW1644
mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",b4233; JW4192,MPL_ECOLI,P37773,EG12440,457,mpl; yjfG,b4233, JW4192
phoQ,Sensor protein PhoQ,b1129; JW1115,PHOQ_ECOLI,P23837,EG10732,486,phoQ,b1129, JW1115
rsgA,Small ribosomal subunit biogenesis GTPase RsgA,b4161; JW4122,RSGA_ECOLI,P39286,EG12479,350,rsgA; engC; yjeQ,b4161, JW4122
psd,Phosphatidylserine decarboxylase proenzyme,b4160; JW4121,PSD_ECOLI,P0A8K1,EG10775,322,psd,b4160, JW4121
rnhA,Ribonuclease HI,b0214; JW0204,RNH_ECOLI,P0A7Y4,EG10860,155,rnhA; dasF; herA; rnh; sdrA,b0214, JW0204
narH,Respiratory nitrate reductase 1 beta chain,b1225; JW1216,NARH_ECOLI,P11349,EG10639,512,narH,b1225, JW1216
udp,Uridine phosphorylase,b3831; JW3808,UDP_ECOLI,P12758,EG11045,253,udp,b3831, JW3808
clpS,ATP-dependent Clp protease adapter protein ClpS,b0881; JW0865,CLPS_ECOLI,P0A8Q6,EG14241,106,clpS; yljA,b0881, JW0865
rpoC,DNA-directed RNA polymerase subunit beta',b3988; JW3951,RPOC_ECOLI,P0A8T7,EG10895,1407,rpoC; tabB,b3988, JW3951
dps,DNA protection during starvation protein,b0812; JW0797,DPS_ECOLI,P0ABT2,EG11415,167,dps; pexB; vtm,b0812, JW0797
oppC,Oligopeptide transport system permease protein OppC,b1245; JW1237,OPPC_ECOLI,P0AFH6,EG10676,302,oppC,b1245, JW1237
apaG,Protein ApaG,b0050; JW0049,APAG_ECOLI,P62672,EG10047,125,apaG,b0050, JW0049
rpe,Ribulose-phosphate 3-epimerase,b3386; JW3349,RPE_ECOLI,P0AG07,EG11960,225,rpe; dod; yhfD,b3386, JW3349
bamD,Outer membrane protein assembly factor BamD,b2595; JW2577,BAMD_ECOLI,P0AC02,EG14222,245,bamD; yfiO,b2595, JW2577
tolC,Outer membrane protein TolC,b3035; JW5503,TOLC_ECOLI,P02930,EG11009,493,tolC; colE1-i; mtcB; mukA; refI; toc; weeA,b3035, JW5503
speE,Polyamine aminopropyltransferase,b0121; JW0117,SPEE_ECOLI,P09158,EG10963,288,speE,b0121, JW0117
folP,Dihydropteroate synthase,b3177; JW3144,DHPS_ECOLI,P0AC13,EG50011,282,folP; dhpS,b3177, JW3144
mltA,Membrane-bound lytic murein transglycosylase A,b2813; JW2784,MLTA_ECOLI,P0A935,EG13085,365,mltA; mlt; ygdM,b2813, JW2784
aroP,Aromatic amino acid transport protein AroP,b0112; JW0108,AROP_ECOLI,P15993,EG10084,457,aroP,b0112, JW0108
ftsW,putative peptidoglycan glycosyltransferase FtsW,b0089; JW0087,FTSW_ECOLI,P0ABG4,EG10344,414,ftsW,b0089, JW0087
mdlB,Multidrug resistance-like ATP-binding protein MdlB,b0449; JW5061,MDLB_ECOLI,P0AAG5,EG14374,593,mdlB; mdl,b0449, JW5061
lpxL,Lipid A biosynthesis lauroyltransferase,b1054; JW1041,LPXL_ECOLI,P0ACV0,EG10464,306,lpxL; htrB; waaM,b1054, JW1041
eno,Enolase,b2779; JW2750,ENO_ECOLI,P0A6P9,EG10258,432,eno,b2779, JW2750
recO,DNA repair protein RecO,b2565; JW2549,RECO_ECOLI,P0A7H3,EG10832,242,recO,b2565, JW2549
smpB,SsrA-binding protein,b2620; JW2601,SSRP_ECOLI,P0A832,EG11782,160,smpB; smqB,b2620, JW2601
rpsC,30S ribosomal protein S3,b3314; JW3276,RS3_ECOLI,P0A7V3,EG10902,233,rpsC,b3314, JW3276
hycE,Formate hydrogenlyase subunit 5,b2721; JW2691,HYCE_ECOLI,P16431,EG10478,569,hycE; hevE,b2721, JW2691
sdhD,Succinate dehydrogenase hydrophobic membrane anchor subunit,b0722; JW0712,DHSD_ECOLI,P0AC44,EG10934,115,sdhD,b0722, JW0712
ycgM,putative protein YcgM,b1180; JW1169,YCGM_ECOLI,P76004,EG13894,219,ycgM,b1180, JW1169
crr,PTS system glucose-specific EIIA component,b2417; JW2410,PTGA_ECOLI,P69783,EG10165,169,crr; gsr; iex; tgs; treD,b2417, JW2410
hisJ,Histidine-binding periplasmic protein,b2309; JW2306,HISJ_ECOLI,P0AEU0,EG12124,260,hisJ,b2309, JW2306
thrB,Homoserine kinase,b0003; JW0002,KHSE_ECOLI,P00547,EG10999,310,thrB,b0003, JW0002
ybjO,Inner membrane protein YbjO,b0858; JW0842,YBJO_ECOLI,P0AAZ0,EG13684,162,ybjO,b0858, JW0842
radA,DNA repair protein RadA,b4389; JW4352,RADA_ECOLI,P24554,EG11296,460,radA; sms,b4389, JW4352
znuC,Zinc import ATP-binding protein ZnuC,b1858; JW1847,ZNUC_ECOLI,P0A9X1,EG13132,251,znuC; yebM,b1858, JW1847
nuoF,NADH-quinone oxidoreductase subunit F,b2284; JW2279,NUOF_ECOLI,P31979,EG11774,445,nuoF,b2284, JW2279
tldD,Metalloprotease TldD,b3244; JW3213,TLDD_ECOLI,P0AGG8,EG12826,481,tldD; yhdO,b3244, JW3213
cysB,HTH-type transcriptional regulator CysB,b1275; JW1267,CYSB_ECOLI,P0A9F3,EG10184,324,cysB,b1275, JW1267
hslU,ATP-dependent protease ATPase subunit HslU,b3931; JW3902,HSLU_ECOLI,P0A6H5,EG11881,443,hslU; htpI,b3931, JW3902
speD,S-adenosylmethionine decarboxylase proenzyme,b0120; JW0116,SPED_ECOLI,P0A7F6,EG10962,264,speD,b0120, JW0116
uacT,Uric acid transporter UacT,b2888; JW5470,UACT_ECOLI,Q46821,EG13071,482,uacT; ygfU,b2888, JW5470
fabA,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,b0954; JW0937,FABA_ECOLI,P0A6Q3,EG10273,172,fabA,b0954, JW0937
minC,Septum site-determining protein MinC,b1176; JW1165,MINC_ECOLI,P18196,EG10596,231,minC,b1176, JW1165
nuoL,NADH-quinone oxidoreductase subunit L,b2278; JW2273,NUOL_ECOLI,P33607,EG12092,613,nuoL,b2278, JW2273
phoP,Transcriptional regulatory protein PhoP,b1130; JW1116,PHOP_ECOLI,P23836,EG10731,223,phoP,b1130, JW1116
htpX,Protease HtpX,b1829; JW1818,HTPX_ECOLI,P23894,EG10462,293,htpX,b1829, JW1818
fucU,L-fucose mutarotase,b2804; JW2775,FUCM_ECOLI,P0AEN8,EG10355,140,fucU,b2804, JW2775
rsmE,Ribosomal RNA small subunit methyltransferase E,b2946; JW2913,RSME_ECOLI,P0AGL7,EG12366,243,rsmE; yggJ,b2946, JW2913
purB,Adenylosuccinate lyase,b1131; JW1117,PUR8_ECOLI,P0AB89,EG11314,456,purB,b1131, JW1117
yiaD,putative lipoprotein YiaD,b3552; JW5657,YIAD_ECOLI,P37665,EG12271,219,yiaD,b3552, JW5657
deoD,Purine nucleoside phosphorylase DeoD-type,b4384; JW4347,DEOD_ECOLI,P0ABP8,EG10222,239,deoD; pup,b4384, JW4347
rseB,Sigma-E factor regulatory protein RseB,b2571; JW2555,RSEB_ECOLI,P0AFX9,EG13177,318,rseB,b2571, JW2555
baeR,Transcriptional regulatory protein BaeR,b2079; JW2064,BAER_ECOLI,P69228,EG11618,240,baeR,b2079, JW2064
holE,DNA polymerase III subunit theta,b1842; JW1831,HOLE_ECOLI,P0ABS8,EG11505,76,holE,b1842, JW1831
nudC,NADH pyrophosphatase,b3996; JW5548,NUDC_ECOLI,P32664,EG11702,257,nudC; yjaD,b3996, JW5548
ypeA,Acetyltransferase YpeA,b2434; JW2427,YPEA_ECOLI,P76539,EG14168,141,ypeA,b2434, JW2427
dsbD,Thiol:disulfide interchange protein DsbD,b4136; JW5734,DSBD_ECOLI,P36655,EG12178,565,dsbD; cutA2; cycZ; dipZ,b4136, JW5734
dapD,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",b0166; JW0161,DAPD_ECOLI,P0A9D8,EG10207,274,dapD,b0166, JW0161
bglJ,Transcriptional activator protein BglJ,b4366; JW5955,BGLJ_ECOLI,P39404,EG12594,225,bglJ; yjjR,b4366, JW5955
cysC,Adenylyl-sulfate kinase,b2750; JW2720,CYSC_ECOLI,P0A6J1,EG10185,201,cysC,b2750, JW2720
torA,Trimethylamine-N-oxide reductase 1,b0997; JW0982,TORA_ECOLI,P33225,EG11814,848,torA,b0997, JW0982
cdd,Cytidine deaminase,b2143; JW2131,CDD_ECOLI,P0ABF6,EG10137,294,cdd,b2143, JW2131
atpH,ATP synthase subunit delta,b3735; JW3713,ATPD_ECOLI,P0ABA4,EG10105,177,atpH; papE; uncH,b3735, JW3713
rlmG,Ribosomal RNA large subunit methyltransferase G,b3084; JW5513,RLMG_ECOLI,P42596,EG12726,378,rlmG; ygjO,b3084, JW5513
bamB,Outer membrane protein assembly factor BamB,b2512; JW2496,BAMB_ECOLI,P77774,EG14208,392,bamB; yfgL,b2512, JW2496
pgpA,Phosphatidylglycerophosphatase A,b0418; JW0408,PGPA_ECOLI,P18200,EG10704,172,pgpA; yajN,b0418, JW0408
cpxP,Periplasmic protein CpxP,b4484; JW5558,CPXP_ECOLI,P0AE85,EG11872,166,cpxP; yiiO,b4484, JW5558
soxR,Redox-sensitive transcriptional activator SoxR,b4063; JW4024,SOXR_ECOLI,P0ACS2,EG10957,154,soxR; marC,b4063, JW4024
speG,Spermidine N(1)-acetyltransferase,b1584; JW1576,ATDA_ECOLI,P0A951,EG12447,186,speG,b1584, JW1576
sstT,Serine/threonine transporter SstT,b3089; JW3060,SSTT_ECOLI,P0AGE4,EG12732,414,sstT; ygjU,b3089, JW3060
yebV,putative protein YebV,b1836; JW5302,YEBV_ECOLI,P64503,EG14024,78,yebV,b1836, JW5302
holA,DNA polymerase III subunit delta,b0640; JW0635,HOLA_ECOLI,P28630,EG11412,343,holA,b0640, JW0635
yceB,putative lipoprotein YceB,b1063; JW1050,YCEB_ECOLI,P0AB26,EG11117,186,yceB,b1063, JW1050
gss,Bifunctional glutathionylspermidine synthetase/amidase,b2988; JW2956,GSP_ECOLI,P0AES0,EG12882,619,gss; gsp,b2988, JW2956
murE,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",b0085; JW0083,MURE_ECOLI,P22188,EG10621,495,murE,b0085, JW0083
kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,b3198; JW3165,KDSC_ECOLI,P0ABZ4,EG12804,188,kdsC; yrbI; yrbJ,b3198, JW3165
tadA,tRNA-specific adenosine deaminase,b2559; JW2543,TADA_ECOLI,P68398,EG11372,167,tadA; yfhC,b2559, JW2543
apaH,Bis(5'-nucleosyl)-tetraphosphatase [symmetrical],b0049; JW0048,APAH_ECOLI,P05637,EG10048,280,apaH,b0049, JW0048
napD,Chaperone NapD,b2207; JW2195,NAPD_ECOLI,P0A9I5,EG12143,87,napD; yojF,b2207, JW2195
proA,Gamma-glutamyl phosphate reductase,b0243; JW0233,PROA_ECOLI,P07004,EG10767,417,proA,b0243, JW0233
tatE,Sec-independent protein translocase protein TatE,b0627; JW0622,TATE_ECOLI,P0A843,EG11305,67,tatE; ybeC,b0627, JW0622
matP,Macrodomain Ter protein,b0956; JW0939,MATP_ECOLI,P0A8N0,EG12855,150,matP; ycbG,b0956, JW0939
grxC,Glutaredoxin 3,b3610; JW3585,GLRX3_ECOLI,P0AC62,EG12294,83,grxC; yibM,b3610, JW3585
galS,HTH-type transcriptional regulator GalS,b2151; JW2138,GALS_ECOLI,P25748,EG10365,346,galS,b2151, JW2138
dkgA,"2,5-diketo-D-gluconic acid reductase A",b3012; JW5499,DKGA_ECOLI,Q46857,EG13015,275,dkgA; yqhE,b3012, JW5499
hybG,Hydrogenase maturation factor HybG,b2990; JW2958,HYBG_ECOLI,P0AAM7,EG11805,82,hybG,b2990, JW2958
selD,"Selenide, water dikinase",b1764; JW1753,SELD_ECOLI,P16456,EG10943,347,selD; fdhB,b1764, JW1753
ydiB,Quinate/shikimate dehydrogenase,-,YDIB_ECOLI,P0A6D5,EG11234,288,ydiB,-,
torC,Cytochrome c-type protein TorC,b0996; JW0981,TORC_ECOLI,P33226,EG11815,390,torC,b0996, JW0981
nfo,Endonuclease 4,b2159; JW2146,END4_ECOLI,P0A6C1,EG10651,285,nfo,b2159, JW2146
cvpA,Colicin V production protein,b2313; JW2310,CVPA_ECOLI,P08550,EG10169,162,cvpA; dedE,b2313, JW2310
hxpA,Hexitol phosphatase A,b2293; JW5376,HXPA_ECOLI,P77625,EG14104,216,hxpA; yfbT,b2293, JW5376
purU,Formyltetrahydrofolate deformylase,b1232; JW1220,PURU_ECOLI,P37051,EG11819,280,purU; tgs; ychI,b1232, JW1220
recJ,Single-stranded-DNA-specific exonuclease RecJ,b2892; JW2860,RECJ_ECOLI,P21893,EG10830,577,recJ,b2892, JW2860
iclR,Transcriptional repressor IclR,b4018; JW3978,ICLR_ECOLI,P16528,EG10491,274,iclR,b4018, JW3978
ispA,Farnesyl diphosphate synthase,b0421; JW0411,ISPA_ECOLI,P22939,EG10508,299,ispA,b0421, JW0411
amiA,N-acetylmuramoyl-L-alanine amidase AmiA,b2435; JW2428,AMIA_ECOLI,P36548,EG11823,289,amiA; yfeE,b2435, JW2428
trmA,tRNA/tmRNA (uracil-C(5))-methyltransferase,b3965; JW3937,TRMA_ECOLI,P23003,EG11022,366,trmA,b3965, JW3937
ycfS,"putative L,D-transpeptidase YcfS",b1113; JW5820,YCFS_ECOLI,P75954,EG13437,320,ycfS,b1113, JW5820
rsxA,Electron transport complex subunit RsxA,b1627; JW1619,RSXA_ECOLI,P0A766,EG13933,193,rsxA; rnfA; ydgL,b1627, JW1619
rsmC,Ribosomal RNA small subunit methyltransferase C,b4371; JW4333,RSMC_ECOLI,P39406,EG12596,343,rsmC; yjjT,b4371, JW4333
guaA,GMP synthase [glutamine-hydrolyzing],b2507; JW2491,GUAA_ECOLI,P04079,EG10420,525,guaA,b2507, JW2491
mukF,Chromosome partition protein MukF,b0922; JW0905,MUKF_ECOLI,P60293,EG12165,440,mukF; kicB,b0922, JW0905
mntR,Transcriptional regulator MntR,b0817; JW0801,MNTR_ECOLI,P0A9F1,EG13322,155,mntR; ybiQ,b0817, JW0801
fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase FkpA,b3347; JW3309,FKBA_ECOLI,P45523,EG12900,270,fkpA; yzzS,b3347, JW3309
chbC,"PTS system N,N'-diacetylchitobiose-specific EIIC component",b1737; JW1726,PTQC_ECOLI,P17334,EG10141,452,chbC; celB,b1737, JW1726
melA,Alpha-galactosidase,b4119; JW4080,AGAL_ECOLI,P06720,EG10577,451,melA; mel-7,b4119, JW4080
helD,DNA helicase IV,b0962; JW0945,HELD_ECOLI,P15038,EG10426,684,helD,b0962, JW0945
treR,HTH-type transcriptional regulator TreR,b4241; JW4200,TRER_ECOLI,P36673,EG12202,315,treR,b4241, JW4200
yeeZ,Protein YeeZ,b2016; JW1998,YEEZ_ECOLI,P0AD12,EG13393,274,yeeZ,b2016, JW1998
lplT,Lysophospholipid transporter LplT,b2835; JW2803,LPLT_ECOLI,P39196,EG12455,397,lplT; ygeD,b2835, JW2803
ymdB,O-acetyl-ADP-ribose deacetylase,b1045; JW1032,YMDB_ECOLI,P0A8D6,EG13874,177,ymdB,b1045, JW1032
sodA,Superoxide dismutase [Mn],b3908; JW3879,SODM_ECOLI,P00448,EG10953,206,sodA,b3908, JW3879
rsmI,Ribosomal RNA small subunit methyltransferase I,b3146; JW3115,RSMI_ECOLI,P67087,EG12777,286,rsmI; yraL,b3146, JW3115
tesB,Acyl-CoA thioesterase 2,b0452; JW0442,TESB_ECOLI,P0AGG2,EG10995,286,tesB,b0452, JW0442
zapD,Cell division protein ZapD,b0102; JW0099,ZAPD_ECOLI,P36680,EG12313,247,zapD; yacF,b0102, JW0099
znuB,High-affinity zinc uptake system membrane protein ZnuB,b1859; JW1848,ZNUB_ECOLI,P39832,EG12368,261,znuB; yebI,b1859, JW1848
hisP,Histidine transport ATP-binding protein HisP,b2306; JW2303,HISP_ECOLI,P07109,EG10452,257,hisP,b2306, JW2303
fryC,Fructose-like permease IIC component 1,b2386; JW2383,PTFC1_ECOLI,P77579,EG14154,415,fryC; ypdG,b2386, JW2383
hycD,Formate hydrogenlyase subunit 4,b2722; JW2692,HYCD_ECOLI,P16430,EG10477,307,hycD; hevD,b2722, JW2692
allD,Ureidoglycolate dehydrogenase (NAD(+)),b0517; JW0505,ALLD_ECOLI,P77555,EG13624,349,allD; glxB8; ylbC,b0517, JW0505
nudJ,Phosphatase NudJ,b1134; JW1120,NUDJ_ECOLI,P0AEI6,EG13446,153,nudJ; ymfB,b1134, JW1120
mdoH,Glucans biosynthesis glucosyltransferase H,b1049; JW1037,OPGH_ECOLI,P62517,EG11886,847,mdoH; opgH,b1049, JW1037
dapA,4-hydroxy-tetrahydrodipicolinate synthase,b2478; JW2463,DAPA_ECOLI,P0A6L2,EG10205,292,dapA,b2478, JW2463
moaA,"GTP 3',8-cyclase",b0781; JW0764,MOAA_ECOLI,P30745,EG11595,329,moaA; bisA; chlA; chlA1; narA,b0781, JW0764
oppD,Oligopeptide transport ATP-binding protein OppD,b1246; JW1238,OPPD_ECOLI,P76027,EG10677,337,oppD,b1246, JW1238
nimT,2-nitroimidazole transporter,b1791; JW1780,NIMT_ECOLI,P76242,EG13500,393,nimT; yeaN,b1791, JW1780
cysP,Thiosulfate-binding protein,b2425; JW2418,CYSP_ECOLI,P16700,EG10195,338,cysP,b2425, JW2418
ycgL,Protein YcgL,b1179; JW1168,YCGL_ECOLI,P0AB43,EG13893,108,ycgL,b1179, JW1168
cca,Multifunctional CCA protein,b3056; JW3028,CCA_ECOLI,P06961,EG10136,412,cca,b3056, JW3028
phnK,Putative phosphonates utilization ATP-binding protein PhnK,b4097; JW5727,PHNK_ECOLI,P16678,EG10720,252,phnK,b4097, JW5727
pspA,Phage shock protein A,b1304; JW1297,PSPA_ECOLI,P0AFM6,EG10776,222,pspA,b1304, JW1297
yhhQ,Queuosine precursor transporter,b3471; JW3436,QPTR_ECOLI,P37619,EG12217,221,yhhQ,b3471, JW3436
mdaB,Modulator of drug activity B,b3028; JW2996,MDAB_ECOLI,P0AEY5,EG12656,193,mdaB; mda66,b3028, JW2996
umuD,Protein UmuD,b1183; JW1172,UMUD_ECOLI,P0AG11,EG11057,139,umuD,b1183, JW1172
yibN,putative protein YibN,b3611; JW3586,YIBN_ECOLI,P0AG27,EG12295,143,yibN,b3611, JW3586
phoU,Phosphate-specific transport system accessory protein PhoU,b3724; JW3702,PHOU_ECOLI,P0A9K7,EG10735,241,phoU; nmpA,b3724, JW3702
